绊按内靛,捞抚,己,积斥岿老,去牢咯何,己喊,矫,林/档,惫啊疙,惫啊内靛,快祈锅龋
12369,Terrence,Lal,1969-04-04,固去,巢己,Melton,Victoria,龋林,AU,3337
12370,Preston,Perez,1968-12-24,扁去,巢己,Silverwater,New South Wales,龋林,AU,2264
12371,Stefanie,Subram,1968-08-13,固去,咯己,Rhodes,New South Wales,龋林,AU,2138
12372,Darren,Prasad,1969-03-17,固去,巢己,East Brisbane,Queensland,龋林,AU,4169
12570,Casey,Munoz,1985-11-13,固去,巢己,Brisbane,Queensland,龋林,AU,4000
12571,Jennifer,Green,1985-11-16,扁去,咯己,Coffs Harbour,New South Wales,龋林,AU,2450
12572,Alisha,Chander,1985-11-24,固去,咯己,Findon,South Australia,龋林,AU,5023
12573,Grant,Rai,1985-08-22,固去,巢己,Lavender Bay,New South Wales,龋林,AU,2060
12574,Derek,Raje,1985-08-10,固去,巢己,Silverwater,New South Wales,龋林,AU,2264
12575,Jaclyn,Shen,1985-03-11,固去,咯己,Wollongong,New South Wales,龋林,AU,2500
12576,Walter,Dominguez,1984-09-10,固去,巢己,Melbourne,Victoria,龋林,AU,3000
12577,Francis,Sanz,1985-02-16,固去,巢己,Lane Cove,New South Wales,龋林,AU,1597
12578,Gavin,Perry,1985-08-27,固去,巢己,Cranbourne,Victoria,龋林,AU,3977
12579,Lydia,Sanchez,1984-03-09,固去,咯己,Springwood,New South Wales,龋林,AU,2777
12580,Cedric,She,1984-03-07,固去,巢己,South Melbourne,Victoria,龋林,AU,3205
12581,Kristina,Fernandez,1983-09-08,固去,咯己,Melton,Victoria,龋林,AU,3337
12582,Carmen,Sara,1982-09-22,固去,咯己,Springwood,New South Wales,龋林,AU,2777
12583,Tyrone,Ortega,1982-02-04,固去,巢己,Newcastle,New South Wales,龋林,AU,2300
12584,Brittney,Ma,1982-01-01,固去,咯己,Townsville,Queensland,龋林,AU,4810
12585,Ian,Martinez,1984-12-21,扁去,巢己,Hobart,Tasmania,龋林,AU,7001
12586,Kellie,Hernandez,1984-10-21,固去,咯己,Townsville,Queensland,龋林,AU,4810
12587,Danny,Travers,1984-02-17,固去,巢己,Milsons Point,New South Wales,龋林,AU,2061
12588,Tracy,Chande,1983-01-22,固去,咯己,Milsons Point,New South Wales,龋林,AU,2061
12589,Ruben,Rodriguez,1982-11-14,扁去,巢己,Melbourne,Victoria,龋林,AU,3000
12665,Joy,Suarez,1981-04-03,扁去,咯己,Cranbourne,Victoria,龋林,AU,3977
12666,Jessie,Zhu,1981-02-16,固去,巢己,Hervey Bay,Queensland,龋林,AU,4655
12667,Maria,Wood,1982-05-22,扁去,咯己,Hobart,Tasmania,龋林,AU,7001
12668,Melissa,Patterson,1981-10-24,固去,咯己,Wollongong,New South Wales,龋林,AU,2500
12669,Irving,Schmidt,1981-09-01,固去,巢己,Coffs Harbour,New South Wales,龋林,AU,2450
12670,Sarah,Martinez,1981-01-17,固去,咯己,Sydney,New South Wales,龋林,AU,1002
12671,Alan,Huang,1979-08-11,固去,巢己,Rockhampton,Queensland,龋林,AU,4700
12672,Carson,Butler,1981-05-06,固去,巢己,Sydney,New South Wales,龋林,AU,1002
12673,Colin,Stone,1981-02-24,扁去,巢己,Melbourne,Victoria,龋林,AU,3000
12674,Jimmy,Travers,1981-01-23,扁去,巢己,Rockhampton,Queensland,龋林,AU,4700
12675,Holly,Fernandez,1984-10-01,固去,咯己,Seaford,Victoria,龋林,AU,3198
12676,Michele,Madan,1979-12-26,固去,咯己,Bendigo,Victoria,龋林,AU,3550
12677,Cedric,Liu,1980-05-04,扁去,巢己,Coffs Harbour,New South Wales,龋林,AU,2450
12678,Dana,Serrano,1980-04-08,固去,咯己,Silverwater,New South Wales,龋林,AU,2264
12679,Stacy,Gill,1979-05-10,扁去,咯己,Malabar,New South Wales,龋林,AU,2036
12680,George,Sanchez,1977-12-30,固去,巢己,Sydney,New South Wales,龋林,AU,1002
12681,Christy,Chow,1977-09-05,固去,咯己,Caloundra,Queensland,龋林,AU,4551
12682,Kari,Subram,1978-12-12,扁去,咯己,Melton,Victoria,龋林,AU,3337
12683,Laura,Zhou,1978-08-01,固去,咯己,Hervey Bay,Queensland,龋林,AU,4655
12684,Shaun,Shen,1978-11-20,扁去,巢己,Goulburn,New South Wales,龋林,AU,2580
12685,Jaclyn,Xu,1977-09-19,扁去,咯己,Warrnambool,Victoria,龋林,AU,3280
12686,Trisha,Zhou,1978-04-17,固去,咯己,Bendigo,Victoria,龋林,AU,3550
12687,Marshall,Li,1977-10-18,固去,巢己,Coffs Harbour,New South Wales,龋林,AU,2450
12688,Stacy,Navarro,1978-02-01,固去,咯己,Hawthorne,Queensland,龋林,AU,4171
12689,Tamara,Pal,1978-04-04,固去,咯己,Caloundra,Queensland,龋林,AU,4551
12690,Roger,Zhang,1978-03-12,扁去,巢己,Sydney,New South Wales,龋林,AU,1002
12691,Rafael,Andersen,1977-08-08,扁去,巢己,Findon,South Australia,龋林,AU,5023
12692,Glenn,Lu,1977-01-22,固去,巢己,Hawthorne,Queensland,龋林,AU,4171
12693,Ruth,Gonzalez,1976-07-08,扁去,咯己,Rhodes,New South Wales,龋林,AU,2138
12694,Jay,Arthur,1983-01-07,固去,巢己,St. Leonards,New South Wales,龋林,AU,2065
12695,Kari,Ruiz,1976-08-01,扁去,咯己,Coffs Harbour,New South Wales,龋林,AU,2450
12696,Stacey,Hu,1982-03-13,扁去,咯己,Silverwater,New South Wales,龋林,AU,2264
12697,Brenda,Stone,1975-12-22,固去,咯己,Milsons Point,New South Wales,龋林,AU,2061
12698,Mohamed,Pal,1981-05-10,扁去,巢己,Port Macquarie,New South Wales,龋林,AU,2444
12699,Amy,Chow,1975-09-15,扁去,咯己,Melbourne,Victoria,龋林,AU,3000
12700,Mindy,Kumar,1976-09-16,扁去,咯己,Hawthorne,Queensland,龋林,AU,4171
12701,Gary,Gutierrez,1982-10-14,扁去,巢己,Newcastle,New South Wales,龋林,AU,2300
12702,Yolanda,Shan,1977-03-06,扁去,咯己,Townsville,Queensland,龋林,AU,4810
12703,Renee,Suarez,1976-12-17,扁去,咯己,Lavender Bay,New South Wales,龋林,AU,2060
12704,Barbara,Nara,1976-10-13,扁去,咯己,Geelong,Victoria,龋林,AU,3220
12705,Andre,Garcia,1980-08-06,扁去,巢己,Perth,South Australia,龋林,AU,6006
12706,Louis,Liang,1980-01-10,扁去,巢己,Hawthorne,Queensland,龋林,AU,4171
12715,Eddie,Gill,1969-01-14,扁去,巢己,Seaford,Victoria,龋林,AU,3198
12987,Felicia,Moreno,1980-05-08,扁去,咯己,Sunbury,Victoria,龋林,AU,3429
12988,Barbara,Goel,1980-01-23,固去,咯己,Lane Cove,New South Wales,龋林,AU,1597
12989,Carly,Goel,1975-05-13,扁去,咯己,Darlinghurst,New South Wales,龋林,AU,2010
12990,Leslie,Hernandez,1975-04-14,固去,咯己,Hervey Bay,Queensland,龋林,AU,4655
12991,J?sus,Serrano,1979-03-09,扁去,巢己,Darlinghurst,New South Wales,龋林,AU,2010
12992,Ernest,Zeng,1979-10-18,扁去,巢己,Perth,South Australia,龋林,AU,6006
12993,Xavier,Henderson,1979-12-23,扁去,巢己,Hobart,Tasmania,龋林,AU,7001
12994,Anna,Martinez,1975-10-07,固去,咯己,Townsville,Queensland,龋林,AU,4810
12995,Grant,Nara,1976-03-01,扁去,巢己,Port Macquarie,New South Wales,龋林,AU,2444
12996,Jaclyn,Liu,1975-11-10,扁去,咯己,Cloverdale,South Australia,龋林,AU,6105
12997,Nina,Xie,1973-11-08,扁去,咯己,Darlinghurst,New South Wales,龋林,AU,2010
12998,Mayra,Mehta,1979-01-07,固去,咯己,Matraville,New South Wales,龋林,AU,2036
12999,Nichole,Shen,1972-12-17,固去,咯己,Malabar,New South Wales,龋林,AU,2036
13000,Rafael,Raje,1980-09-16,扁去,巢己,Hobart,Tasmania,龋林,AU,7001
13001,Clarence,Zhang,1975-03-06,固去,巢己,Sunbury,Victoria,龋林,AU,3429
13002,Roger,Cai,1973-02-18,扁去,巢己,Rhodes,New South Wales,龋林,AU,2138
13003,Jill,Hernandez,1978-01-16,扁去,咯己,Hervey Bay,Queensland,龋林,AU,4655
13004,Randy,Chen,1972-10-31,扁去,巢己,Darlinghurst,New South Wales,龋林,AU,2010
13005,Desiree,Alvarez,1972-02-12,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13006,Whitney,Rana,1971-10-19,固去,咯己,Geelong,Victoria,龋林,AU,3220
13007,Brooke,Ward,1971-04-04,固去,咯己,Townsville,Queensland,龋林,AU,4810
13008,Alberto,Mu?oz,1976-07-05,扁去,巢己,Geelong,Victoria,龋林,AU,3220
13009,Mindy,She,1970-09-08,扁去,咯己,Melbourne,Victoria,龋林,AU,3000
13010,Erica,Ye,1976-08-12,扁去,咯己,Townsville,Queensland,龋林,AU,4810
13011,Anne,Ortega,1970-11-01,固去,咯己,Geelong,Victoria,龋林,AU,3220
13012,Krystal,Hu,1971-03-24,固去,咯己,Goulburn,New South Wales,龋林,AU,2580
13013,Vincent,Ye,1970-05-08,扁去,巢己,Rockhampton,Queensland,龋林,AU,4700
13018,Brendan,Xie,1950-04-10,扁去,巢己,Matraville,New South Wales,龋林,AU,2036
13020,Madalena,Sanchez,1950-11-07,扁去,巢己,Lavender Bay,New South Wales,龋林,AU,2060
13021,Kendra,Diaz,1952-01-06,固去,咯己,Milsons Point,New South Wales,龋林,AU,2061
13022,Rafael,Ma,1953-02-20,扁去,巢己,East Brisbane,Queensland,龋林,AU,4169
13023,Dominique,Raman,1952-08-26,固去,咯己,Malabar,New South Wales,龋林,AU,2036
13024,Marc,Moreno,1952-09-05,扁去,巢己,Seaford,Victoria,龋林,AU,3198
13025,Reginald,Serrano,1953-05-18,扁去,巢己,Wollongong,New South Wales,龋林,AU,2500
13026,Colleen,Zheng,1964-10-09,固去,咯己,Milsons Point,New South Wales,龋林,AU,2061
13034,Kelsey,Yuan,1954-08-27,固去,咯己,Goulburn,New South Wales,龋林,AU,2580
13035,Kristy,Torres,1956-05-02,扁去,咯己,Rockhampton,Queensland,龋林,AU,4700
13036,Virginia,Subram,1955-08-03,固去,咯己,Rhodes,New South Wales,龋林,AU,2138
13037,Terrence,Pal,1961-04-22,扁去,巢己,Milsons Point,New South Wales,龋林,AU,2061
13038,Wilson,Pais,1961-01-28,扁去,巢己,Lane Cove,New South Wales,龋林,AU,1597
13040,Roy,Gonzalez,1973-09-12,扁去,巢己,East Brisbane,Queensland,龋林,AU,4169
13041,Cameron,Brown,1957-05-04,扁去,巢己,Melbourne,Victoria,龋林,AU,3000
13042,Alison,Pal,1957-03-20,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13043,Brenda,Madan,1957-10-23,扁去,咯己,Cranbourne,Victoria,龋林,AU,3977
13044,Katrina,Jai,1957-07-22,扁去,咯己,Geelong,Victoria,龋林,AU,3220
13045,Anne,Gomez,1969-05-09,扁去,咯己,Sunbury,Victoria,龋林,AU,3429
13046,Jonathan,Rodriguez,1958-04-04,扁去,巢己,Brisbane,Queensland,龋林,AU,4000
13047,Rodney,Vazquez,1963-08-30,扁去,巢己,Sunbury,Victoria,龋林,AU,3429
13048,Alexis,Hayes,1957-12-24,扁去,咯己,Melbourne,Victoria,龋林,AU,3000
13049,Autumn,Wang,1959-01-03,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13050,Dennis,Zeng,1959-06-18,扁去,巢己,Cloverdale,South Australia,龋林,AU,6105
13051,Ethan,Jones,1960-05-26,固去,巢己,Goulburn,New South Wales,龋林,AU,2580
13075,Kelvin,Lin,1960-10-08,扁去,巢己,Bendigo,Victoria,龋林,AU,3550
13076,Craig,Munoz,1960-08-30,固去,巢己,Perth,South Australia,龋林,AU,6006
13077,Alejandro,Goel,1967-05-21,固去,巢己,Rhodes,New South Wales,龋林,AU,2138
13078,Michele,Chande,1961-07-21,固去,咯己,Silverwater,New South Wales,龋林,AU,2264
13079,Edwin,Bhat,1962-08-26,固去,巢己,South Melbourne,Victoria,龋林,AU,3205
13080,Denise,Mehta,1968-05-14,固去,咯己,Perth,South Australia,龋林,AU,6006
13081,Krista,Ruiz,1962-09-21,固去,咯己,Hervey Bay,Queensland,龋林,AU,4655
13082,Juan,Peterson,1963-08-24,固去,巢己,Cranbourne,Victoria,龋林,AU,3977
13089,Elizabeth,Alexander,1965-02-28,扁去,咯己,Townsville,Queensland,龋林,AU,4810
13090,Wayne,Tang,1964-11-28,固去,巢己,Townsville,Queensland,龋林,AU,4810
13091,Deanna,Martin,1970-08-07,固去,咯己,Caloundra,Queensland,龋林,AU,4551
13103,Brendan,Raji,1969-01-29,固去,巢己,Geelong,Victoria,龋林,AU,3220
13104,Gregory,Becker,1974-04-08,固去,巢己,Darlinghurst,New South Wales,龋林,AU,2010
13105,Whitney,Kov?r,1967-12-30,扁去,咯己,Bendigo,Victoria,龋林,AU,3550
13106,Ebony,Munoz,1973-07-04,扁去,咯己,Malabar,New South Wales,龋林,AU,2036
13107,Mary,Nelson,1968-01-08,扁去,咯己,Brisbane,Queensland,龋林,AU,4000
13108,Curtis,Wang,1968-06-24,扁去,巢己,Bendigo,Victoria,龋林,AU,3550
13109,Cheryl,Navarro,1973-08-08,扁去,咯己,Caloundra,Queensland,龋林,AU,4551
13110,Levi,Mehta,1972-12-08,扁去,巢己,Lane Cove,New South Wales,龋林,AU,1597
13111,Hannah,Butler,1967-02-13,固去,咯己,Wollongong,New South Wales,龋林,AU,2500
13112,Bianca,Gao,1978-01-16,固去,咯己,North Sydney,New South Wales,龋林,AU,2055
13113,Bryant,Sanchez,1972-01-11,固去,巢己,Goulburn,New South Wales,龋林,AU,2580
13114,Claudia,Zhang,1971-10-29,固去,咯己,Milsons Point,New South Wales,龋林,AU,2061
13115,Clarence,Wu,1983-03-23,固去,巢己,North Sydney,New South Wales,龋林,AU,2055
13116,Tyrone,Diaz,1971-11-05,固去,巢己,North Sydney,New South Wales,龋林,AU,2055
13117,Evelyn,Rodriguez,1971-07-11,固去,咯己,Sydney,New South Wales,龋林,AU,1002
13118,Sydney,Cook,1966-01-05,扁去,咯己,Cranbourne,Victoria,龋林,AU,3977
13119,Jaclyn,Guo,1971-05-10,固去,咯己,Caloundra,Queensland,龋林,AU,4551
13120,Levi,Weber,1976-07-05,扁去,巢己,Lavender Bay,New South Wales,龋林,AU,2060
13121,Latasha,Jimenez,1976-03-18,扁去,咯己,Melton,Victoria,龋林,AU,3337
13122,Catherine,Cox,1971-01-30,扁去,咯己,Bendigo,Victoria,龋林,AU,3550
13123,Kelli,Raji,1975-05-01,固去,咯己,Coffs Harbour,New South Wales,龋林,AU,2450
13124,Marco,Vance,1969-08-29,固去,巢己,Hawthorne,Queensland,龋林,AU,4171
13125,Alejandro,Hu,1975-07-05,固去,巢己,Melbourne,Victoria,龋林,AU,3000
13126,Lydia,Suri,1969-08-03,固去,咯己,Melton,Victoria,龋林,AU,3337
13127,Shane,Fernandez,1970-06-09,固去,巢己,Melton,Victoria,龋林,AU,3337
13128,Colleen,West,1975-04-20,固去,咯己,Springwood,New South Wales,龋林,AU,2777
13129,Joy,Ramos,1969-11-29,固去,咯己,Sunbury,Victoria,龋林,AU,3429
13130,Dalton,Miller,1970-10-22,扁去,巢己,Bendigo,Victoria,龋林,AU,3550
13131,Briana,Diaz,1965-02-28,扁去,咯己,Melton,Victoria,龋林,AU,3337
13132,Casey,Vazquez,1964-08-20,固去,巢己,Sydney,New South Wales,龋林,AU,1002
13133,Devon,Kennedy,1965-02-15,固去,巢己,North Sydney,New South Wales,龋林,AU,2055
13134,Sara,Morgan,1939-10-29,固去,咯己,Townsville,Queensland,龋林,AU,4810
13135,Johnny,Rai,1963-01-31,固去,巢己,Springwood,New South Wales,龋林,AU,2777
13136,Virginia,Martinez,1942-05-12,扁去,咯己,Hawthorne,Queensland,龋林,AU,4171
13137,Jacqueline,Simmons,1965-08-08,扁去,咯己,Melton,Victoria,龋林,AU,3337
13138,Teresa,Alonso,1965-12-09,扁去,咯己,South Melbourne,Victoria,龋林,AU,3205
13139,Carmen,Perez,1967-02-05,固去,咯己,Lane Cove,New South Wales,龋林,AU,1597
13140,Jamie,Zhu,1958-10-08,扁去,咯己,Findon,South Australia,龋林,AU,5023
13141,Walter,Hernandez,1959-04-07,扁去,巢己,Silverwater,New South Wales,龋林,AU,2264
13149,Linda,Ferrier,1957-02-14,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13150,Lacey,Yang,1942-12-08,固去,咯己,North Ryde,New South Wales,龋林,AU,2113
13155,Jay,Gutierrez,1950-04-07,扁去,巢己,South Melbourne,Victoria,龋林,AU,3205
13156,Bradley,Lal,1951-07-03,扁去,巢己,Caloundra,Queensland,龋林,AU,4551
13157,Heidi,Gonzalez,1945-08-22,扁去,咯己,Findon,South Australia,龋林,AU,5023
13158,Casey,Xu,1946-09-11,扁去,咯己,Springwood,New South Wales,龋林,AU,2777
13159,Roberto,Ramos,1947-04-13,扁去,巢己,Sunbury,Victoria,龋林,AU,3429
13160,Willie,Xu,1948-08-06,扁去,巢己,Warrnambool,Victoria,龋林,AU,3280
13518,Brendan,Goldstein,1985-01-11,固去,巢己,Cloverdale,South Australia,龋林,AU,6105
13519,Lucas,Foster,1984-04-01,固去,巢己,Melbourne,Victoria,龋林,AU,3000
13520,Carol,Nelson,1983-08-08,固去,咯己,Bendigo,Victoria,龋林,AU,3550
13521,Sandra,Lu,1983-07-25,固去,咯己,Cloverdale,South Australia,龋林,AU,6105
13522,Logan,Taylor,1983-05-23,固去,巢己,Geelong,Victoria,龋林,AU,3220
13523,Adrienne,Ruiz,1982-05-03,固去,咯己,Findon,South Australia,龋林,AU,5023
13524,Cheryl,Blanco,1984-02-08,扁去,咯己,Sydney,New South Wales,龋林,AU,1002
13525,Cassandra,Van,1983-08-09,扁去,咯己,Lavender Bay,New South Wales,龋林,AU,2060
13526,Krystal,Liu,1984-01-21,扁去,咯己,Perth,South Australia,龋林,AU,6006
13527,Tonya,Andersen,1983-01-15,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13528,Carmen,Lopez,1983-03-10,扁去,咯己,Lane Cove,New South Wales,龋林,AU,1597
13529,Pamela,Martinez,1982-11-30,固去,咯己,South Melbourne,Victoria,龋林,AU,3205
13613,Derek,Jai,1981-06-22,扁去,巢己,Springwood,New South Wales,龋林,AU,2777
13614,Julie,Becker,1986-04-21,固去,咯己,North Ryde,New South Wales,龋林,AU,2113
13615,Jacquelyn,Rowe,1980-09-23,固去,咯己,Sydney,New South Wales,龋林,AU,1002
13616,Cole,Ramirez,1981-09-24,扁去,巢己,Sunbury,Victoria,龋林,AU,3429
13617,Gerald,Suri,1981-09-14,扁去,巢己,Cranbourne,Victoria,龋林,AU,3977
13618,Jay,Raman,1982-05-14,固去,巢己,Geelong,Victoria,龋林,AU,3220
13619,Arturo,Xu,1981-11-08,扁去,巢己,Rhodes,New South Wales,龋林,AU,2138
13620,Damien,Ye,1981-07-31,固去,巢己,Coffs Harbour,New South Wales,龋林,AU,2450
13621,Melody,Ruiz,1979-08-01,扁去,咯己,Sunbury,Victoria,龋林,AU,3429
13622,Alan,Wang,1979-11-04,扁去,巢己,Newcastle,New South Wales,龋林,AU,2300
13623,Mitchell,Carson,1978-09-12,扁去,巢己,Melbourne,Victoria,龋林,AU,3000
13624,Nicole,Long,1979-09-06,固去,咯己,Sunbury,Victoria,龋林,AU,3429
13625,Jason,Campbell,1984-10-29,扁去,巢己,Port Macquarie,New South Wales,龋林,AU,2444
13626,Johnathan,Madan,1984-09-16,扁去,巢己,Brisbane,Queensland,龋林,AU,4000
13627,Natasha,Rubio,1978-01-04,扁去,咯己,Darlinghurst,New South Wales,龋林,AU,2010
13628,Kaitlin,Schmidt,1979-06-20,扁去,咯己,Cranbourne,Victoria,龋林,AU,3977
13629,Karla,Yuan,1978-01-18,扁去,咯己,Rockhampton,Queensland,龋林,AU,4700
13630,Brenda,Arun,1977-09-13,固去,咯己,Wollongong,New South Wales,龋林,AU,2500
13631,Joe,Subram,1978-05-03,扁去,巢己,Matraville,New South Wales,龋林,AU,2036
13632,Cheryl,Munoz,1977-08-06,固去,咯己,Cloverdale,South Australia,龋林,AU,6105
13633,Juan,Ramos,1977-09-09,固去,巢己,North Ryde,New South Wales,龋林,AU,2113
13634,Alexis,Russell,1977-08-16,扁去,咯己,Brisbane,Queensland,龋林,AU,4000
13635,Kurt,Deng,1976-08-22,扁去,巢己,Matraville,New South Wales,龋林,AU,2036
13636,Jarrod,Rodriguez,1976-07-01,扁去,巢己,Sunbury,Victoria,龋林,AU,3429
13637,Victoria,Cooper,1978-03-08,扁去,咯己,Wollongong,New South Wales,龋林,AU,2500
13638,Diana,Alvarez,1978-01-09,固去,咯己,Sydney,New South Wales,龋林,AU,1002
13639,Colin,Liang,1977-02-03,扁去,巢己,Geelong,Victoria,龋林,AU,3220
13640,Rachael,Patel,1976-10-14,扁去,咯己,East Brisbane,Queensland,龋林,AU,4169
13641,Adrian,Watson,1975-11-15,固去,巢己,Hervey Bay,Queensland,龋林,AU,4655
13642,Cassie,Nara,1976-04-08,扁去,咯己,Darlinghurst,New South Wales,龋林,AU,2010
13643,Ronald,Sai,1976-04-04,固去,巢己,Lane Cove,New South Wales,龋林,AU,1597
13644,Kristi,Dominguez,1975-09-30,扁去,咯己,Bendigo,Victoria,龋林,AU,3550
13645,Eugene,He,1976-03-15,固去,巢己,Hawthorne,Queensland,龋林,AU,4171
13646,Terry,Yuan,1981-10-05,扁去,巢己,Warrnambool,Victoria,龋林,AU,3280
13647,Armando,Alonso,1975-12-11,固去,巢己,East Brisbane,Queensland,龋林,AU,4169
13648,Arturo,Sharma,1981-10-05,固去,巢己,Rockhampton,Queensland,龋林,AU,4700
13649,Rebekah,Suarez,1976-11-04,扁去,咯己,Townsville,Queensland,龋林,AU,4810
13650,Jessie,She,1976-07-07,扁去,巢己,North Sydney,New South Wales,龋林,AU,2055
13651,Jerry,Sharma,1977-03-05,扁去,巢己,Perth,South Australia,龋林,AU,6006
13668,Stanley,Martinez,1974-10-03,扁去,巢己,Coffs Harbour,New South Wales,龋林,AU,2450
13669,Kristy,Gill,1968-08-30,扁去,咯己,Gold Coast,Queensland,龋林,AU,4217
13670,Brittney,Zeng,1969-03-26,固去,咯己,Port Macquarie,New South Wales,龋林,AU,2444
13952,Franklin,Ye,1980-07-05,扁去,巢己,Melton,Victoria,龋林,AU,3337
13953,Theresa,Munoz,1980-03-17,扁去,咯己,Newcastle,New South Wales,龋林,AU,2300
13954,Eddie,Ramos,1984-09-16,扁去,巢己,Hawthorne,Queensland,龋林,AU,4171
13955,Andres,Raji,1975-08-08,扁去,巢己,Wollongong,New South Wales,龋林,AU,2500
13956,Dawn,Ma,1974-04-11,固去,咯己,Silverwater,New South Wales,龋林,AU,2264
13957,Meredith,Munoz,1978-11-24,固去,咯己,Caloundra,Queensland,龋林,AU,4551
13958,Diane,Martin,1973-04-13,扁去,咯己,Warrnambool,Victoria,龋林,AU,3280
13959,Ebony,Carlson,1974-11-20,扁去,咯己,Melton,Victoria,龋林,AU,3337
13960,Lacey,Kumar,1973-01-01,固去,咯己,Silverwater,New South Wales,龋林,AU,2264
13961,Shawna,Raji,1971-11-05,扁去,咯己,Sunbury,Victoria,龋林,AU,3429
13962,Dawn,Li,1971-11-06,扁去,咯己,Springwood,New South Wales,龋林,AU,2777
13963,Veronica,Patel,1972-05-27,扁去,咯己,Hobart,Tasmania,龋林,AU,7001
13964,Jasmine,Lewis,1971-08-18,固去,咯己,Sydney,New South Wales,龋林,AU,1002
13965,Barry,Sara,1977-02-22,扁去,巢己,Hervey Bay,Queensland,龋林,AU,4655
13966,Darren,Dominguez,1971-10-02,扁去,巢己,Darlinghurst,New South Wales,龋林,AU,2010
13967,Glenn,Zhang,1970-07-23,固去,巢己,Warrnambool,Victoria,龋林,AU,3280
13968,Lydia,Sai,1970-10-23,固去,咯己,St. Leonards,New South Wales,龋林,AU,2065
13969,Roy,Martinez,1979-02-07,固去,巢己,Gold Coast,Queensland,龋林,AU,4217
13970,Pedro,Rana,1973-10-15,固去,巢己,Hawthorne,Queensland,龋林,AU,4171
13971,Bianca,Zhao,1973-12-05,固去,咯己,Hervey Bay,Queensland,龋林,AU,4655
13972,Eugene,Liang,1970-09-30,固去,巢己,Perth,South Australia,龋林,AU,6006
13973,Bethany,Shan,1969-11-30,固去,咯己,Cloverdale,South Australia,龋林,AU,6105
13974,Tina,Chandra,1970-03-25,扁去,咯己,Milsons Point,New South Wales,龋林,AU,2061
